epoch,step,train_loss
0,49,0.38955605030059814
1,99,0.2403525561094284
2,149,0.24892310798168182
3,199,0.23133844137191772
4,249,0.680029034614563
5,299,0.142568901181221
6,349,0.12401638180017471
7,399,0.09455186128616333
8,449,0.04086069017648697
9,499,0.05117838457226753
10,549,0.05937222018837929
11,599,0.05189085379242897
12,649,0.053261637687683105
13,699,0.03254985436797142
14,749,0.04609087482094765
15,799,0.016054809093475342
16,849,0.022378502413630486
16,899,0.01361936330795288
17,949,0.011638583615422249
18,999,0.007241100072860718
19,1049,0.0067235203459858894
20,1099,0.014615642838180065
21,1149,0.009875888004899025
22,1199,0.004523599520325661
23,1249,0.004839056171476841
24,1299,0.003720053005963564
25,1349,0.0037635371554642916
26,1399,0.004755811300128698
27,1449,0.004973475821316242
28,1499,0.05054629594087601
29,1549,0.011024553328752518
30,1599,0.04123977944254875
31,1649,0.08423573523759842
32,1699,0.005660915747284889
33,1749,0.0061716362833976746
33,1799,0.00545923225581646
34,1849,0.007165918592363596
35,1899,0.0440094918012619
36,1949,0.008925193920731544
37,1999,0.03422628343105316
38,2049,0.05861521139740944
39,2099,0.04263424128293991
40,2149,0.05200233310461044
41,2199,0.046467553824186325
42,2249,0.04405442625284195
43,2299,0.008402886800467968
44,2349,0.052793215960264206
45,2399,0.08305969089269638
46,2449,0.04144739359617233
47,2499,0.12418020516633987
48,2549,0.048067137598991394
49,2599,0.07698371261358261
49,2649,0.01470294687896967
50,2699,0.021207528188824654
51,2749,0.05831834673881531
52,2799,0.07285045087337494
53,2849,0.030318764969706535
54,2899,0.03739725798368454
55,2949,0.08780202269554138
56,2999,0.03806319832801819
57,3049,0.09613187611103058
58,3099,0.07034943997859955
59,3149,0.07775557041168213
60,3199,0.09261097759008408
61,3249,0.10375437140464783
62,3299,0.06942883133888245
63,3349,0.15438224375247955
64,3399,0.42330658435821533
65,3449,0.02130201831459999
66,3499,0.042374998331069946
66,3549,0.10482397675514221
67,3599,0.053086139261722565
68,3649,0.051874928176403046
69,3699,0.007834430783987045
70,3749,0.06036105006933212
71,3799,0.008120410144329071
72,3849,0.02354600839316845
73,3899,0.013479284010827541
74,3949,0.1050063967704773
75,3999,0.032379087060689926
76,4049,0.051203660666942596
77,4099,0.02100391313433647
78,4149,0.03149037063121796
79,4199,0.011639836244285107
80,4249,0.010299958288669586
81,4299,0.07673652470111847
82,4349,0.40748095512390137
83,4399,0.11128222942352295
83,4449,0.03722460940480232
84,4499,0.04071316868066788
85,4549,0.1964525282382965
86,4599,0.21691378951072693
87,4649,0.05242069438099861
88,4699,0.06115967780351639
89,4749,0.03552570939064026
90,4799,0.024780936539173126
91,4849,0.04662292078137398
92,4899,0.04235650971531868
93,4949,0.03856297582387924
94,4999,0.03636647388339043
95,5049,0.027762457728385925
96,5099,0.03049728274345398
97,5149,0.044330473989248276
98,5199,0.04876527935266495
99,5249,0.06832464784383774
99,5299,0.0028886671643704176
