epoch,step,train_loss
0,49,0.007893899455666542
0,99,0.017607344314455986
0,149,0.0026158676482737064
1,199,0.0015428322367370129
1,249,0.0016976238694041967
1,299,0.0010750520741567016
2,349,0.0003055530833080411
2,399,0.0018192388815805316
2,449,0.001591755310073495
3,499,0.0010611371835693717
3,549,0.0007962880190461874
3,599,0.0012340679531916976
4,649,0.0024535113479942083
4,699,0.0010561777744442225
4,749,0.0006173884612508118
5,799,0.0011203150497749448
5,849,0.0019333031959831715
5,899,0.0006497823633253574
6,949,0.001042101881466806
6,999,0.0010116440244019032
6,1049,0.0008516501984559
7,1099,0.0012162845814600587
7,1149,0.0006234212778508663
7,1199,0.001216380624100566
7,1249,0.0006879273569211364
8,1299,0.0005795155302621424
8,1349,0.00027558711008168757
8,1399,0.000776459404733032
9,1449,0.0007424670038744807
9,1499,0.0011248437222093344
9,1549,0.0007038891199044883
10,1599,0.0006154032307676971
10,1649,0.0006133952410891652
10,1699,0.0004096091433893889
11,1749,0.0005885195569135249
11,1799,0.0003421021974645555
11,1849,0.0005444110138341784
12,1899,0.0006200452917255461
12,1949,0.0010594397317618132
12,1999,0.00048229441745206714
13,2049,0.0007226397865451872
13,2099,0.0006296971696428955
13,2149,0.0005391805316321552
14,2199,0.001037838403135538
14,2249,0.0008013651240617037
14,2299,0.000681363046169281
14,2349,0.0008128617191687226
15,2399,0.000527964613866061
15,2449,0.0013294314267113805
15,2499,0.0008302447386085987
16,2549,0.0013162065297365189
16,2599,0.000673295755404979
16,2649,0.0006804153090342879
17,2699,0.0008403818937949836
17,2749,0.0015586756635457277
17,2799,0.0005145921604707837
18,2849,0.0008374105673283339
18,2899,0.0006636888720095158
18,2949,0.0006444961181841791
19,2999,0.0003566747182048857
19,3049,0.0008218685979954898
19,3099,0.0009125847136601806
20,3149,0.0006587283569388092
20,3199,0.0006974762654863298
20,3249,0.0007719792192801833
21,3299,0.0008704084903001785
21,3349,0.0014914406929165125
21,3399,0.0005890443571843207
21,3449,0.001197890960611403
22,3499,0.001256776973605156
22,3549,0.0004196754889562726
22,3599,0.000396028277464211
23,3649,0.0005347096011973917
23,3699,0.0005450292374007404
23,3749,0.00035242398735135794
24,3799,0.0009388765320181847
24,3849,0.000449707789812237
24,3899,0.0004080748185515404
25,3949,0.00027336005587130785
25,3999,0.0005991528742015362
25,4049,0.0007096332847140729
26,4099,0.0005752396536991
26,4149,0.000524951028637588
26,4199,0.0005560079589486122
27,4249,0.0007706042379140854
27,4299,0.0008371623698621988
27,4349,0.0007935927715152502
28,4399,0.00021747659775428474
28,4449,0.0006124472129158676
28,4499,0.0008318495820276439
28,4549,0.0007223626598715782
29,4599,0.0004545334377326071
29,4649,0.000985907157883048
29,4699,0.00088567438069731
30,4749,0.000649775902274996
30,4799,0.0004956737393513322
30,4849,0.001074782689101994
31,4899,0.0004424311628099531
31,4949,0.0005513535579666495
31,4999,0.0007598642841912806
32,5049,0.0005204399349167943
32,5099,0.0006279504741542041
32,5149,0.00042779117939062417
33,5199,0.00053647649474442
33,5249,0.0003098090528510511
33,5299,0.0007226666784845293
34,5349,0.00035298295551910996
34,5399,0.0003544579667504877
34,5449,0.00040070051909424365
35,5499,0.000651655369438231
35,5549,0.0006141916383057833
35,5599,0.00040806017932482064
35,5649,0.0005017826915718615
36,5699,0.00032454959000460804
36,5749,0.0005244269268587232
36,5799,0.0004301886074244976
37,5849,0.0004619944957084954
37,5899,0.0006537022418342531
37,5949,0.00048070508637465537
38,5999,0.0003058218862861395
38,6049,0.0007391929975710809
38,6099,0.0005864452687092125
39,6149,0.0004839601169805974
39,6199,0.0006876986590214074
39,6249,0.0002898719103541225
40,6299,0.00022607621212955564
40,6349,0.00040759783587418497
40,6399,0.00024326473067048937
41,6449,0.00047366213402710855
41,6499,0.0004939280916005373
41,6549,0.0004465628298930824
42,6599,0.0005211105453781784
42,6649,0.00018955752602778375
42,6699,0.0002479107351973653
42,6749,0.00044240252464078367
43,6799,0.0003397198161110282
43,6849,0.0002278192841913551
43,6899,0.0006549571990035474
44,6949,0.0005919813993386924
44,6999,0.00024778509396128356
44,7049,0.0004663775325752795
45,7099,0.0005365521647036076
45,7149,0.00018840606207959354
45,7199,0.0005382837262004614
46,7249,0.0004216452070977539
46,7299,0.0004614765930455178
46,7349,0.0002571627846919
47,7399,0.000240290944930166
