epoch,step,train_loss
0,49,0.0031205599661916494
1,99,0.0022945113014429808
2,149,33.142311096191406
3,199,1068.2337646484375
4,249,137.75576782226562
5,299,18.129108428955078
6,349,14.48221206665039
7,399,9.21658706665039
8,449,9.151390075683594
9,499,4.994988441467285
10,549,4.771322250366211
11,599,3.3879239559173584
12,649,2.400487184524536
13,699,2.120577573776245
14,749,1.4175000190734863
15,799,2.1509008407592773
16,849,1.4008797407150269
16,899,1.5742950439453125
17,949,1.3440078496932983
18,999,1.2519179582595825
19,1049,1.0581046342849731
20,1099,0.8878412842750549
21,1149,0.7657474279403687
22,1199,0.5606958866119385
23,1249,0.8611816763877869
24,1299,0.8328565955162048
25,1349,0.7846483588218689
26,1399,0.7619262933731079
27,1449,0.6367123126983643
28,1499,0.4344644248485565
29,1549,0.5122729539871216
30,1599,0.27275094389915466
31,1649,0.4910222291946411
32,1699,0.3008948862552643
33,1749,0.5435521006584167
33,1799,0.2839342951774597
34,1849,0.23756322264671326
35,1899,0.24606360495090485
36,1949,0.20861105620861053
37,1999,0.1595596820116043
38,2049,0.21415631473064423
39,2099,0.3474884629249573
40,2149,0.2566641569137573
41,2199,0.18914172053337097
42,2249,0.16884484887123108
43,2299,0.14393573999404907
44,2349,0.16200502216815948
45,2399,0.14231139421463013
46,2449,0.21857386827468872
47,2499,0.2074335664510727
48,2549,0.1732570081949234
49,2599,0.1263352632522583
49,2649,0.23803448677062988
50,2699,0.10750605911016464
51,2749,0.07916200160980225
52,2799,0.08146118372678757
53,2849,0.0878429040312767
54,2899,0.05451793968677521
55,2949,0.05286022275686264
56,2999,0.060727909207344055
57,3049,0.13330769538879395
58,3099,0.06512216478586197
59,3149,0.06565947830677032
60,3199,0.1070360466837883
61,3249,0.07035466283559799
62,3299,0.08544613420963287
63,3349,0.0685819461941719
64,3399,0.040470000356435776
65,3449,0.0324588418006897
66,3499,0.03522110730409622
66,3549,0.027264181524515152
67,3599,0.028029678389430046
68,3649,0.03250926733016968
69,3699,0.01264108158648014
70,3749,0.01778125762939453
71,3799,0.02435339242219925
72,3849,0.01586708053946495
73,3899,0.031455423682928085
74,3949,0.011629150249063969
75,3999,0.010336074978113174
76,4049,0.013412149623036385
77,4099,0.013313272036612034
78,4149,0.011247252114117146
79,4199,0.010588744655251503
80,4249,0.009023497812449932
81,4299,0.009146532975137234
82,4349,0.008558444678783417
83,4399,0.006152626127004623
83,4449,0.010232566855847836
84,4499,0.008269201032817364
85,4549,0.004376730881631374
86,4599,0.004746797028928995
87,4649,0.0046299477107822895
88,4699,0.004726884420961142
89,4749,0.005424510687589645
90,4799,0.0038938948418945074
91,4849,0.004792795982211828
92,4899,0.003568311221897602
93,4949,0.0030219517648220062
94,4999,0.003342800075188279
95,5049,0.00518238078802824
96,5099,0.003083830000832677
97,5149,0.003417334519326687
98,5199,0.006319281179457903
99,5249,0.003678801702335477
99,5299,0.00038740746094845235
